CHEMBL296468	CID3025986
COMPOUND 3 [PMID: 25408830]	CID15990224
NE-100	CID9952420
[3H]PAF	CID108156
5-(6-CHLORO-2-HEXYL-1H-INDOL-1-YL)-5-OXO-VALERIC ACID	CID71655222
CHEMBL2108228	CHEMBL2108228
ONO-7300243	CID66775043
CHEMBL1201002	CID49852288
CHEMBL1082407	CID15951529
CHEMBL1086218	CID5281884
CHEMBL1671	CID25137848
GSK2982772	CID77108121
CHEMBL313971	CID1548942
CHEMBL1201780	CID121396
CHEMBL285900	CID135529391
CHEMBL25918	CID3303
CHEMBL3260505	CID25025505
A-582941	CID11173546
COMPOUND 36 [PMID: 21958547]	CID124037381
CHEMBL887	CID3052776
CHEMBL1743025	CHEMBL1743025
CHEMBL3545423	CID117875026
CHEMBL23296	CID9935197
SCH51866	CID5311355
SCH-527123	CID9865554
COMPOUND 1A [PMID: 18573659]	CID24893978
CHEMBL450044	CID9824918
BROMODIPHENHYDRAMINE	CID2444
FIPI	CID16739265
CHEMBL529	CID447043
CHEMBL8809	CID3033769
CHEMBL33	CID6956357
CHEMBL1201052	CID36207
AZD7762	CID11152667
CHEMBL379630	CID6919011
AC-90179	CID9799308
CHEMBL2104619	CID71351
CHEMBL1922660	CID44473151
CHEMBL3544979	CID10195666
CHEMBL1326499	CID5311452
BOMA	CID10192854
CHEMBL178459	CID47318
COMPOUND 21 [PMID: 25259874]	CID91827354
CHEMBL1200480	CID6917964
CHEMBL3301578	CHEMBL3301578
CHEMBL2107376	CID11479259
CHEMBL1200853	CID9051
CHEMBL99701	CID5464344
CHEMBL3545395	CHEMBL3545395
CHEMBL1200988	CID5883
MRS923	CID631105
CHEMBL1200660	CID12597
DIFELIKEFALIN	CID24794466
CHEMBL253363	CID8955
CHEMBL1200561	CID25137856
CHEMBL191	CID3961
CHEMBL345124	CID4939
MET-LYS-BRADYKININ	CID3035449
SB-3CT	CID9883002
CHEMBL1200804	CID23667642
CHEMBL1708	CID43815
CHEMBL2105671	CID70697642
LVP	CID644076
GRI977143	CHEBI:139224
CHEMBL1200675	CID3005572
ZD-3638	CID9955820
CHEMBL1201006	CID5284451
ENDOSTATIN (84-114)-NH2 (JKC367)	CID71581480
CHEMBL1598450	CID166553
CHEMBL3545049	CID70817911
CHEMBL159825	CID44374544
CHEMBL1215739	CID49864204
CHEMBL2370372	CID73351568
CHEMBL3545338	CID44462738
LATANOPROST (ISOPROPYL ESTER)	CID5282380
DYNORPHIN A-(1-13)	CHEBI:147381
CHEMBL439883	CID91933204
CHEMBL337583	CID44358757
AZD3241	CID11528958
BAY-320	CID71611462
[125I]SAUVAGINE (FROG)	CID134813881
CHEMBL1201286	CID5749
CHEMBL1743033	CHEMBL1743033
CHEMBL2107822	CID25128145
SULFONATES	CID1099
COMPOUND 27 [PMID: 21123062]	CID50942314
NU-7026	CID9860529
CHEMBL374107	CID135403646
CHEMBL1201124	CID84003
CIPROFLOXACIN	CID2764
JQEZ5	CID121322599
CHEMBL2108489	CHEMBL2108489
CHEMBL384701	CID11691555
CHEMBL2108354	CHEMBL2108354
CHEMBL2109573	CHEMBL2109573
CHEMBL77502	CID9890585
OXOTREMORINE-M	CID4629
TG6-129	CID1987175
CHEMBL1232416	CID487
CHEMBL1743003	CHEMBL1743003
CHEMBL1201836	CHEMBL1201836
CHEMBL23194	CID1103
CHEMBL1254024	CID9690136
CHEMBL1189432	CID5281071
CHEMBL1909065	CID196129
UROCORTIN 3	CID56843277
CHEMBL32800	CID3343
CHEMBL3039513	CID59422203
CHEMBL925	CID6057
CHEMBL296908	CID114904
CHEMBL496102	CID24864821
CHEMBL935	CID359323
Omacetaxine	CID65305
CHEMBL1200909	CID93055
EP42675	CID129850672
CHEMBL3545053	CHEMBL3545053
CHEMBL2108567	CHEMBL2108567
CHEMBL3707306	CID46782942
CHEMBL3545034	CHEMBL3545034
CHEMBL1397260	CID5280884
NS1643	CID10177784
CHEMBL265859	CID44419029
CHEMBL123132	CID126569
CHEMBL829	CID5574
CHEMBL311695	CID5311430
COMPOUND 21N [PMID: 17656086]	CID24825377
COMPOUND 3 [PMID: 19097791]	CID135928471
CHEMBL589586	CID5369209
RO-31-8220	CID5083
CHEMBL1743066	CHEMBL1743066
CHEMBL3545358	CID44467821
COMPOUND 72 [WO2013026806]	CID71529770
CHEMBL10041	CID5284643
CHEMBL2109540	CHEMBL2109540
CHEMBL1652	CID2131
CHEMBL1200562	CID5282494
CHEMBL2108309	CHEMBL2108309
CHEMBL2151437	CID9794392
CHEMBL280065	CID5283454
CHEMBL1564	CID45382238
CHEMBL66115	CID13711
CHEMBL571858	CID10337743
PDGF RTK INHIBITOR	CID11554659
CHEMBL2107777	CID70693556
CHEMBL374385	CID119032
CHEMBL278590	CID9870304
CHEMBL221959	CID9926791
COMPOUND 1 [OVERHAND ET AL., 1997]	CID19956992
CHEMBL509456	CID5280879
CHEMBL3544945	CHEMBL3544945
CHEMBL14021	CID1032
CHEMBL1201242	CID52195
CHEMBL3545228	CHEMBL3545228
CHEMBL89093	CID252716
CHEMBL1398126	CID24906311
RGFP109	CID56654642
CHEMBL2107354	CID23663962
3-BICYCLO[2.2.1]HEPT-2-YL-BENZENE-1,2-DIOL	CID3764681
AR234960	CID89560738
BETP	CID49868481
COMPOUND 15 [PMID: 22017539]	CID45376872
CHEMBL782	CID5505
CHEMBL278703	CID10286159
CHEMBL2109103	CHEMBL2109103
PROPANTHELINE	CID4934
CHEMBL118044	CID135921139
CHEMBL2106468	CID67763
CHEMBL1200532	CID14676
CHEMBL1472975	CID115368
CHEMBL207802	CID5311116
CHEMBL430	CID9571107
SGC-CBP30	CID72201027
COMPOUND (R)-10H [PMID: 22490048]	CID57523087
LOSARTAN	CID3961
EXAMPLE 2 [WO2013054185]	CID121231400
CHEMBL269538	CID5280953
CHEMBL279229	CID5639
RO 31-8220	CID5083
CHEMBL515966	CID188927
CHEMBL475346	CID11711282
CHEMBL2106158	CID5282190
CHEMBL2017179	CID49836058
CHEMBL1743047	CHEMBL1743047
ONX-0914	CID23642227
CHEMBL88402	CID3693566
OGLEMILAST	CID11387409
CHEMBL313938	CID2071
CHEMBL2109428	CHEMBL2109428
CHEMBL2103741	CID23667619
CHEMBL1200527	CID47320
CHEMBL93268	CID23668193
CHEMBL329383	CID6918553
EPZ005687	CID60160561
CHEMBL2052017	CID70692642
CHEMBL437723	CID9963005
CHEMBL2111105	CID16158206
CHEMBL2109455	CHEMBL2109455
GSK2194069	CID67376285
CHEMBL1671897	CID9811357
[125I]L703,606	CID53326807
CHEMBL203567	CID5327067
CHEMBL473186	CID196968
CHEMBL2333941	CID44251605
GNE-7915	CID58539171
CHEMBL23	CID39186
CHEMBL215226	CID123865
AZD7986	CID118253852
SALMON CALCITONIN	CHEMBL4297161
CHEMBL545050	CID4515
CHEMBL50882	CID135413511
COMPOUND 3 [PMID: 14640538]	CID123726
COMPOUND III [PMID: 24080463]	CID73349604
CHEMBL3545404	CHEMBL3545404
CHEMBL1574	CID4771
CHEMBL406931	CID11466357
CHEMBL1829174	CID24857286
BGC201531	CID73755047
COMPOUND 60 [PMID: 26155854]	CID91820725
CHEMBL1200949	CID16051987
CHEMBL1200337	CID9800288
COMPOUND 9 [PMID: 11606127]	CID11100382
RO3244794	CID10204312
CHEMBL2108791	CHEMBL2108791
CHEMBL1200751	CID2724350
SITAGLIPTIN	CID4369359
CHEMBL1256616	CID57516085
GMI-1070	CID44232546
YTTRIUM-90 EDOTREOTIDE	CID15605154
CHEMBL1923502	CID11526696
CHEMBL71685	CID54343
CHEMBL419792	CID9818479
CHEMBL1950553	CID9910098
COMPOUND 17 [PMID: 23916253]	CID71817810
CHEMBL1164318	CID5458175
CHEMBL1729579	CID22887897
SODIUM 4-PHENYLBUTYRATE	CID5258
CHEMBL1234797	CID3581192
ARGIOTOXIN	CID122294
COMPOUND 2D [PMID: 2153213]	CID56947027
CHEMBL1206833	CID6913104
COMPOUND 5B [PMID: 16686537]	CID462382
CHEMBL1200963	CID5311027
CHEMBL419	CID3998
CHEMBL1046	CID564
CHEMBL303580	CID74763967
CHEMBL2104837	CID49853401
CHEMBL1201735	CID11984562
CHEMBL300914	CID5066
CHEMBL2107874	CHEMBL2107874
ML398	CID72737723
LEVONORGESTREL	CID13109
ASN06917370	CID135439060
CHEMBL187709	CID6536
CHEMBL460491	CID25147749
BAYU9773	CID5311015
CHEMBL2108747	CHEMBL2108747
CHEMBL293030	CID3914
CHEMBL1201174	CID11591741
CHEMBL2365665	CID25077495
CHEMBL558	CID4178
CHEMBL981	CID64929
CHEMBL1094763	CID46830123
CHEMBL284671	CID6098421
CHEMBL466253	CID42633508
CHEMBL292303	CID9060
CHEMBL284861	CID4124851
CHEMBL10188	CID5311424
CHEMBL282686	CID208901
CHEMBL134561	CID213043
TGX-221	CID9907093
CHEMBL3545013	CHEMBL3545013
BW284C51	CID1338
CHEMBL11298	CID5951
CHEMBL2109410	CHEMBL2109410
CHEMBL222002	CID657061
COMPOUND R-16 [PMID: 21967808]	CID56597775
GW0072	CID449532
R348	CID68254
GSAO	CID9893715
CHEMBL2023349	CID25127414
CHEMBL2105630	CID9852573
PEG-CAMPTOTHECIN	CID11297617
COMPOUND 29B [PMID: 20809633]	CID73755220
CHEMBL1200556	CID9833407
CHEMBL1200810	CID5281107
COMPOUND 1J [PMID: 26314925]	CID91938094
[35S]ACPPB	CID53321933
MB-28767	CID5311223
JJKK 048	CID76313567
TSH	CID1150
CHEMBL209821	CID11430856
AV-412	CID11700696
CHEMBL429392	CID9870523
[18F]SPA-RQ	CID6914513
X4P-001	CID11256587
CHEMBL21241	CID3392731
ML321	CID57377246
ET BROMODOMAIN INHIBITOR	CID86277843
CHEMBL231068	CID6918248
CHEMBL155731	CID57242
CHEMBL149394	CID1549133
CHEMBL2103849	CID135413547
CH-1504	CID9846537
CHEMBL3545104	CID72941953
CHEMBL2103883	CID9852519
CHEMBL1200613	CID23665411
TIP39	CID557205
CHEMBL2109396	CHEMBL2109396
CHEMBL222418	CID3721046
WZ4003	CID72200024
LY 165,163	CID121930
CHEMBL61	CID10607
CHEMBL1949980	CID4695397
CHEMBL357080	CID8650
CHEMBL1200636	CID22576
CHEMBL13	CID4171
CHEMBL592374	CID11658655
ALPHA-1 PROTEINASE INHIBITOR	CHEMBL4297879
9-CRA	CID449171
CHEMBL185951	CID10446295
CHEMBL375270	CID644213
CHEMBL2108566	CHEMBL2108566
COMPOUND 28 [PMID: 16460935]	CID11948634
CHEMBL1697748	CID3084050
CHEMBL10284	CID6604009
CHEMBL2180604	CID24767976
CHEMBL1200946	CID9677
CHEMBL3545037	CHEMBL3545037
CHEMBL185073	CID441289
CHEMBL89852	CID393594
CHEMBL9506	CID443375
CHEMBL3544981	CID9808372
EXHERIN	CID9916058
CHEMBL1742998	CHEMBL1742998
CHEMBL1200934	CID6540478
CHEMBL3707315	CID44137358
CHEMBL2048484	CID24812758
CHEMBL1201271	CID6729
CHEMBL601	CID7048523
CHEMBL2393201	CID71655433
CHEMBL218394	CID10324367
CHEMBL3545355	CID9912639
LENIOLISIB	CID57495353
CHEMBL406291	CID439201
COMPOUND 7K [PMID: 23521020]	CID71624791
CHEMBL2206331	CID9803245
QUIN-C7	CID11647668
CHEMBL1201753	CID5282452
CHEMBL80257	CID8988
DESULFATED CHOLECYSTOKININ-8	CID3084441
OPC-28326	CID15942713
TZP-102	CID24875372
CHEMBL60889	CID119584
CHEMBL1088751	CID22049997
WDUO3	CID44381306
CHEMBL49080	CID2783
CHEMBL1201542	CHEMBL1201542
CHEMBL81927	CID9876120
EXAMPLE 166  [WO2014154727]	CID78426198
CHEMBL2374220	CID67505836
CHEMBL113178	CID105024
DCPIB	CID10071166
LY2109761	CID11655119
CHEMBL2103810	CID25063260
CHEMBL3545326	CHEMBL3545326
CHEMBL2347655	CID44224257
CHEMBL288114	CID370
CHEMBL2364627	CID11570805
CHEMBL1201777	CID9838021
GLUCOSAMINE	CID439213
CHEMBL1006	CID2141
[3H]BQ123	CID70686617
CHEMBL1201507	CHEMBL1201507
CHEMBL359164	CID454194
CHEMBL14276	CID443390
CHEMBL1742983	CHEMBL1742983
CHEMBL13378	CID1221
COMPOUND 68 [PMID: 24900699]	CID71529752
CHEMBL44354	CID57514439
LP-211	CID25107716
COMPOUND 2-13-1 [PMID: 24900824]	CID72203102
PRO044	CID15953693
CHEMBL1201628	CHEMBL1201628
CHEMBL764	CID3917
CHEMBL1511	CID13791
MLN0905	CID46235922
CHEMBL2110588	CID23652731
CHEMBL21333	CID4887
CHEMBL1077896	CID175805
CHEMBL1200990	CID23684814
CHEMBL26736	CID3153
AVACOPAN	CID49841217
CHEMBL828	CID7108
CHEMBL429736	CID11340891
GLEEVEC	CID123596
COMPOUND 2 [PMID: 22911925]	CID60202321
CR665	CID25030387
CHEMBL1200494	CID60204077
COMPOUND 14 [PMID: 23634668]	CID71663862
CHEMBL605836	CID46190877
CHEMBL511	CID4992
CHEMBL77287	CID198693
CHEMBL491316	CID6918877
CHEMBL2096654	CHEMBL2096654
CHEMBL43185	CID638024
CHEMBL3286797	CID25114442
CHEMBL2142592	CID49848070
CHEMBL788	CID5905
CHEMBL2108742	CHEMBL2108742
CHEMBL493737	CID164619
CHEMBL45951	CID4679312
CP734432	CID73755071
CHEMBL171804	CID121948
CHEMBL1200695	CID9065
CHEMBL258940	CID6918508
GSK-3 INHIBITOR IX	CID448949
CHEMBL1684954	CID53317097
COMPOUND 1 [PMID: 21742770]	CID71452170
CHEMBL378577	CID16036927
CHEMBL1201866	CHEMBL1201866
PEPTIDE 30 [PMID: 27019010 ]	CID11750118
COMPOUND 9 [PMID: 3514912]	CID44365677
CHEMBL3545008	CID135565159
CHEMBL453904	CID6282
CHEMBL23832	CID4386
CHEMBL1372	CID11215652
CHEMBL513994	CID11502243
CCL2	CID6432145
XMT-1191	CID25227633
CHEMBL1765119	CID52952605
CHEMBL3545029	CID67396391
COMPOUND 51 [PMID: 18800762]	CID25023896
CHEMBL266125	CID11527495
CHEMBL2110730	CID25195354
BIIL 260	CID9956189
CHEMBL2364611	CID10090485
CHEMBL1096885	CID454216
CHEMBL2370156	CID10034060
ALVELESTAT	CID46861623
CHEMBL2108739	CHEMBL2108739
CHEMBL358850	CID61503
CHEMBL160629	CID5311044
AMBRISENTAN	CID6918493
CHEMBL1742997	CHEMBL1742997
GLPG0974	CID57520598
CHEMBL1201536	CHEMBL1201536
COMPOUND 4 [PMID: 16495056]	CID11641076
YC-1	CID5712
CHEMBL21156	CID5494425
CHEMBL3183409	CID24872560
CHEMBL456309	CID5472440
JNJ-40411813	CID25195461
COMPOUND 16 [PMID: 19097778]	CID25195323
CHEMBL298475	CID9887834
CHEMBL74121	CID3960826
CHEMBL306645	CID5311202
CHEMBL261454	CID447966
CHEMBL3545216	CHEMBL3545216
CHEMBL2109399	CHEMBL2109399
RECOMBINANT INTERLEUKIN	CHEMBL4297989
CHEMBL71053	CID10448986
CHEMBL18772	CID5011
CHEMBL1569487	CID54690031
ORY-1001	CID71664305
CHEMBL602365	CID345657
CHEMBL3184070	CID60196406
CHEMBL3545001	CHEMBL3545001
CHEMBL2109286	CHEMBL2109286
CHEMBL191971	CID9870500
CHEMBL46257	CID1045
CHEMBL3707374	CID67418070
D[PEN1,TYR(ME)2]AVP	CID119517
COMPOUND 7P [PMID: 7861416]	CID53869679
CHEMBL1213583	CID3033968
CHEMBL1200328	CID11966296
CHEMBL22778	CID122187
DS-437	CID91827358
BAF	CID38777
CHEMBL75133	CID9863341
COMPOUND 16A [PMID: 14697765]	CID10380127
CHEMBL2105467	CID6435808
AMINOOXYACETIC ACID	CID286
CID16197121	CID16197121
CHEMBL2108175	CHEMBL2108175
TROX-1	CID25256198
CHEMBL3707253	CHEMBL3707253
CHEMBL197669	CID9860294
CHEMBL2109500	CHEMBL2109500
CHEMBL462019	CID65702
CHEMBL525408	CID16218850
CHEMBL259026	CID16122555
CHEMBL3545070	CHEMBL3545070
ADX-71149	CID25195461
CHEMBL289233	CID115348
CHEMBL1743079	CHEMBL1743079
CHEMBL1200377	CID22382900
CHEMBL3833330	CHEMBL3833330
CHEMBL1005	CID60815
CHEMBL265256	CID132947
CHEMBL431703	CID135443359
CHEMBL260876	CID2723790
CHEMBL38827	CID6437380
CHEMBL93655	CID3423
CHEMBL3544956	CID51039030
CHEMBL3545236	CHEMBL3545236
COMPOUND 2 [PMID: 24793972]	CID58466521
CHEMBL59532	CID122028
SSR-181507	CID56603722
CHEMBL239243	CID1123
NI2+	CID934
CHEMBL36648	CID56237
PG-530742	CID9848869
CHEMBL299799	CID9831800
CHEMBL428676	CID50515
CHEMBL323727	CID119104
CHEMBL3545020	CHEMBL3545020
CHEMBL17350	CID219101
CHEMBL244243	CID44428551
GSK2801	CID73010930
CHEMBL1236475	CID9543506
CHEMBL2095208	CID25151504
A1P	CID10241837
PDGF RECEPTOR TYROSINE KINASE INHIBITOR III	CID10907042
CM-352	CID91623362
CHEMBL1201586	CHEMBL1201586
CHEMBL3545090	CHEMBL3545090
COMPOUND 28 [PMID: 24387221]	CID135565159
CHEMBL148674	CID155815
CHEMBL272621	CID5283820
AG 112	CID5328804
(S)-EF-1520	CID53324619
CHEMBL675	CID58788844
BETA-ERGOCRIPTINE	CID161309
CHEMBL2078915	CID9804326
UNII-DRL23N424R	CID66550890
CHEMBL1200762	CID65478
META-CHLORPHENYLBIGUANIDE	CID1354
CHEMBL1789843	CHEMBL1789843
CHEMBL164660	CID6199
S-(-)CPP	CID18703
CHEMBL3544975	CID45275554
CHEMBL2443262	CID66553195
CHEMBL1201340	CID6127
CHEMBL275084	CID3758
QUINACRINE	CID237
MRX-4	CID91864617
CHEMBL2109492	CHEMBL2109492
CHEMBL191751	CID644210
CHEMBL515387	CID11516136
CS-3030	CID23892
CHEMBL153057	CID6603901
CHEMBL3545159	CHEMBL3545159
CHEMBL2103792	CID70687253
CHEMBL2103790	CID16070111
CHEMBL2105755	CID54732242
CHEMBL188528	CID135418373
CHEMBL108335	CID6918297
CHEMBL406845	CID4878
CHEMBL507282	CID9875516
CHEMBL3545164	CID16041426
TCS-OX2-29	CID10408514
CHEMBL1161861	CID440141
KL044	CID91827381
GLAXO-11P	CID10348659
CHEMBL374478	CID136262914
BX 048	CID16741348
CHEMBL711	CID4760
TC14012	CID90488928
BODIPY-PIRENZEPINE	CID101244456
KAPPAPROCT	CID121492440
EXP3174	CID108185
CHEMBL396712	CID16739288
CHEMBL483321	CID9874913
CHEMBL67166	CID5280335
IKS124	CID15338746
HCL	CHEBI:652992
[14C]METHYLAMINE	CID190331
CHEMBL339486	CID9894349
CHEMBL501849	CID24873435
CHEMBL291143	CID6603703
CHEMBL2108358	CID71300755
BLU9931	CID72710839
CHEMBL553939	CID44195570
CHEMBL479533	CID6436247
CHEMBL2106848	CID52339
CHEMBL790	CID2713
CHEMBL1201589	CHEMBL1201589
CHEMBL2104984	CID9805950
CHEMBL231813	CID3010818
LITORIN	CID5486808
U50488	CID3036289
CHEMBL3545269	CHEMBL3545269
CHEMBL270497	CID2615
CHEMBL468927	CID44219611
CHEMBL2364653	CHEMBL2364653
AYPGKF-NH2	CID9987061
COMPOUND 1A [PMID: 24900311]	CID86277840
CHEMBL1200681	CID23663996
BU08028	CID50922685
CHEMBL2109526	CHEMBL2109526
CHEMBL1200322	CID146571
CHEMBL3545106	CHEMBL3545106
CHEMBL2153191	CID24946280
CHEMBL526514	CID22833565
CHEMBL113553	CID10154248
CHEMBL3545176	CHEMBL3545176
CHEMBL2103842	CID42642648
CHEMBL282433	CID7333
CHEMBL447878	CID24139
DG051	CID44818987
CHEMBL449395	CID159547
CD2314	CID15293210
CHEMBL2108752	CHEMBL2108752
CHEMBL1614725	CID11620908
CHEMBL2108724	CID56843331
CHEMBL1692	CID8228
GW853606	CID25263088
CHEMBL1201219	CID39765
CHEMBL3545107	CID138393987
CHEMBL2311192	CID71716085
CHEMBL1614766	CID11548630
CHEMBL220360	CID11226090
CHEMBL88588	CID5311287
COMPOUND I3 [PMID: 23428964]	CID53494934
CHEMBL1950554	CID9576912
CHEMBL1200339	CID5284443
CHEMBL113142	CID176407
CHEMBL1256818	CID57515976
CHEMBL212233	CID11565290
CHEMBL1671887	CID3255
[SAR,D-PHE8,DES-ARG9]BRADYKININ	CID164234
NBTGR	CID96048
CHEMBL3545229	CHEMBL3545229
CHEMBL120735	CID9842609
COMPOUND 1Q  [PMID: 18029181]	CID135401973
CHEMBL3137308	CID57928403
CHEMBL1213553	CID22323
AUY954	CID11259583
CHEMBL1201154	CID91499
CHEMBL1336959	CID935415
MK 1903	CID49763030
CHEMBL1257107	CID18632066
CHEMBL2109433	CHEMBL2109433
CHEMBL1201042	CID23894
CHEMBL2107862	CHEMBL2107862
CHEMBL2109387	CHEMBL2109387
CHEMBL33185	CID10428383
CHEMBL387049	CID136213043
CHEMBL2107884	CHEMBL2107884
CHEMBL446143	CID88747248
R-138727	CID10405534
CHEMBL127	CID40466974
CHEMBL175737	CID6995175
CHEMBL508583	CID9917968
CHEMBL1201361	CID5311000
CHEMBL498770	CID3035746
CHEMBL48582	CID131682
CHEMBL2017291	CID52912189
HOMATROPINE METHYLBROMIDE	CID10429215
CHEMBL1165342	CID15376
CHEMBL13990	CID2437
AS604872	CID10152528
CHEMBL2151572	CID46196517
CHEMBL1733	CID107994
CHEMBL40991	CID44287785
CHEMBL559569	CID10047612
CHEMBL1200450	CID6433473
CHEMBL42407	CID3086681
CHEMBL248702	CID66265
FARNESYL MONOPHOSPHATE	CID6440220
CHEMBL3545278	CID9869229
COMPOUND 30 [PMID: 23414845]	CID70698427
CHEMBL80713	CID6918386
CHEMBL3545275	CHEMBL3545275
CHEMBL589752	CID9085
EXENDIN-3	CHEBI:75469
CHEMBL258717	CID44450555
CHEMBL2095211	CID53302095
CHEMBL1227	CID5462508
BIA 10-2639	CID66554294
[125I]SB-236636	CID73755028
CHEMBL445332	CID128563
CHEMBL68211	CID9828952
DEBIO 0932	CID44156921
CHEMBL2109574	CHEMBL2109574
CHEMBL221326	CID148197
CHEMBL3545247	CHEMBL3545247
CHEMBL2028663	CID44462760
DEXTROMETHORPHAN+QUINIDINE	CID71300601
CHEMBL3545389	CHEMBL3545389
(+)-JQ1	CID46907787
(-)-MENTHOL	CID16666
RECENTIN	CID9933475
CHEMBL61780	CID151174
CHEMBL288436	CID3922
CHEMBL1077819	CID45784923
CHEMBL3663929	CID71667668
CHEMBL2103825	CID9952916
CHEMBL20730	CID659840
CHEMBL474991	CID11496610
CHEMBL1201151	CID6291
[125I]UROCORTIN 1 (MOUSE, RAT)	CID134813882
TBR-652	CID11285792
EXAMPLE 131 [WO2009133348]	CID44468926
L902688	CID11316084
CHEMBL1667969	CID15604510
CHEMBL753	CID4768
CHEMBL8946	CID57267
CHEMBL335538	CID15993
CHEMBL2106618	CID32778
BIX 02565	CID53246941
HC-056456	CID573747
CHEMBL541521	CID6314
CHEMBL1532240	CID1792197
CHEMBL9	CID4539
FLUOROQUINOLONE	CID11094963
CHEMBL1934835	CID56835134
CHEMBL1201262	CID3105
CHEMBL1743026	CHEMBL1743026
CHEMBL1232801	CID135484651
CHEMBL398338	CID11256560
CHEMBL3707294	CHEMBL3707294
CHEMBL1743022	CHEMBL1743022
JNJ1930942	CID44240744
CHEMBL444929	CID72495
CHEMBL15192	CID3885
IPTAKALIM	CID10057607
CHEMBL301735	CID2392
CHEMBL254575	CID9926999
CHEMBL2108730	CHEMBL2108730
CHEMBL1201779	CID23724855
CHEMBL2107356	CID11225217
CHEMBL3544966	CID23582824
CHEMBL38380	CID3547
[3H]CP-1	CID124221649
CHEMBL2106615	CID154256
CHEMBL76399	CID4885
CHEMBL1245	CID441310
CHEMBL3545087	CHEMBL3545087
CHEMBL575	CID6087
LY320954	CID56947078
NITROSOPRODENAFIL	CID73425531
CHEMBL180966	CID6604909
COMPOUND 35 [PMID: 23916259]	CID72164440
CHEMBL1200531	CID64761
CHEMBL6616	CID1229
CHEMBL177991	CID3163532
CHEMBL1823872	CID16129706
CHEMBL3545015	CHEMBL3545015
CHEMBL323556	CID3542
Z-DQMD-FMK	CID644197
SLIGKV-NH2	CID10483914
TAK-070	CID23519711
CHEMBL1917204	CID2733079
CHEMBL1609272	CID5311463
AZ3451	CID126961335
CHEMBL452887	CID82320
(+)-NORFENFLURAMINE	CID9815618
CHEMBL1672380	CID53320361
CHEMBL282042	CID60934
CHEMBL179583	CID9969021
CS-003	CID9831640
CHEMBL3544955	CID78320750
CHEMBL12980	CID23056
MK-499	CID9934294
R-PSOP	CID73755058
CHEMBL1201543	CHEMBL1201543
CHEMBL2147475	CID44539266
CHEMBL3301671	CID5312138
CHEMBL316446	CID5311080
CHEMBL158578	CID11398
CHEMBL84446	CID160024
T-0632	CID127948
CHEMBL8565	CID5311479
CHEMBL2035874	CID10299876
CHEMBL2062155	CID6536806
CHEMBL2104595	CID9576891
CHEMBL2110372	CID53395206
CHEMBL1200405	CID45266501
CHEMBL2070241	CID9941379
L-366,682	CID196819
CHEMBL526307	CID15953802
CHEMBL3833329	CHEMBL3833329
ALA(1-NAPH)-PRO-CN	CID74765859
[3H]CYTISINE	CID53321937
CHEMBL12420	CID6089
CHEMBL1133	CID91505
CHEMBL346178	CID219077
CHEMBL569864	CID25150857
ONO-9910539	CID91799237
CHEMBL167150	CID5853
CHEMBL77862	CID3688
CHEMBL2108723	CHEMBL2108723
[3H]DEXAMETHASONE	CID5743
[3H]RAMOSETRON	CID91827343
CHEMBL591118	CID11417567
CHEMBL453	CID5344
SRT501	CID445154
CHEMBL2107146	CID9577994
CHEMBL311626	CID9853822
CHEMBL277474	CID2206
CHEMBL2109467	CHEMBL2109467
CHEMBL3545393	CHEMBL3545393
CHEMBL286615	CID122162
AGI-5198	CID56645356
ASN04421891	CID3187704
[125I]THYROXINE	CID644282
TP003	CID10001434
CHEMBL74355	CID5311271
CHEMBL3545084	CHEMBL3545084
CHEMBL19439	CID3692
CHEMBL126	CID441401
CHEMBL6466	CID323
CHEMBL3128043	CID25227462
INDOCYANINE GREEN	CID11967809
(-)-YM796	CID10313386
BPKDI	CID46901383
ANGIOTENSIN CONVERTING ENZYME INHIBITOR	CID443376
CHEMBL2206292	CID16119082
PRE-084	CID126402
CHEMBL202701	CID23190
[3H]GR 113808	CID44559101
CHEMBL3544923	CID91668184
CHEMBL17935	CID2499
CHEMBL371064	CID10201696
[125I]L750667	CID5311214
CHEMBL324017	CID1243
INSULIN-DETEMIR	CID72941722
L-779,976	CID5311372
BLM	CID5360373
CHEMBL1682	CID5780
CHEMBL437501	CID9913088
MRE 2029F20	CID135484064
CHEMBL3707228	CHEMBL3707228
CHEMBL2108905	CHEMBL2108905
CHEMBL1593104	CID10000456
CHEMBL1234613	CID5288979
NS3623	CID9954236
CHEMBL1420	CID4884
LYSOPHOSPHATIDYLINOSITOL	CID73755067
CHEMBL457748	CID15942005
CHEMBL1737	CID135413523
(5Z)-1-(2-FLUOROPHENYL)-2-SULFANYLIDENE-5-(THIOPHEN-2-YLMETHYLIDENE)-1,3-DIAZINANE-4,6-DIONE	CID1905297
CHEMBL1163	CID148192
CHEMBL1232313	CID5282253
CHEMBL2107467	CID57504193
CHEMBL2108569	CID71301236
CHEMBL376756	CID25240297
SILAHEXOCYCLIUM	CID130169
CHEMBL514	CID3950
CHEMBL11348	CID1328
CHEMBL1017	CID65999
TAK-779	CID183789
CHEMBL1201743	CID49800073
LEVOTHYROXINE	CID5819
R4996	CID738660
VU0010010	CID86277832
CHEMBL416956	CID4046
BPH-608	CID16086422
CHEMBL1093266	CID46203250
CHEMBL482436	CID44186581
GSK1614235	CID44129176
COMPOUND 58 [PMID: 25037917]	CID91827366
LY-465608	CID9890319
